first_name,last_name,birthday,address,email,phone,years_as_customer
Ryan,Berry,1968-03-26,"424 Lopez Harbors Gomezbury, LA 96791",RyanBerry@aol.com,9840716771,6
James,Perez,1976-10-02,"2006 Quinn Island Suite 300 Justinview, NC 11860",RyanBerry@aol.com,6736702424,4
Maria,Blankenship,1974-08-03,"60946 Garner Park Suite 188 Port Michelle, KY 68152",Maria.B@outlook.com,6598421218,1
Grant,Mathews,1982-08-25,"05444 Valdez Brooks Port Kaylamouth, IN 10028",Grant.M@outlook.com,6310070255,6
Christian,Matthews,1965-01-05,"13477 Jenny Field Suite 308 North Stephenport, AK 61828",ChristianMatthews@msn.com,7052206862,1
James,Russell,1963-06-12,"69225 Black Cape Dianetown, MI 93749",J.Russell@live.com,8913900968,9
Kyle,Lucas,1990-07-03,"3501 Timothy Station Michelleview, DC 42785",K.Lucas@msn.com,7086287720,4
Steven,Williams,1977-11-25,"04766 Lauren Points North Thomas, FL 10114",Steven.W@msn.com,6858066098,4
Joel,Garcia,1962-02-14,"100 George Parkways Apt. 998 West Brandon, MS 02477",Joel.G@outlook.com,6366903834,5
Monica,Burns,1972-09-16,"599 Newton Valley Suite 821 Hammondchester, MD 85914",Joel.G@outlook.com,8446614518,10
Kimberly,Campbell,2002-09-02,"88545 Michelle Ports Suite 761 South Cynthiamouth, ND 04936",Joel.G@outlook.com,7629274490,5
Erica,Galloway,1983-06-26,"07783 Smith Village Apt. 892 Christopherport, AK 81873",Joel.G@outlook.com,7698526041,8
Richard,Henderson,2000-01-23,"57765 Haas Circles Apt. 236 Normanview, IA 50867",Richard.H@outlook.com,7208837912,6
Amber,Dawson,1960-05-19,"0238 Campbell Inlet Davidburgh, SD 20680",Amber.D@gmail.com,9314332242,3
Katherine,Vaughn,1977-08-17,"PSC 0737, Box 7431 APO AP 01046",KatherineVaughn@yahoo.com,9632735886,8
Whitney,Rhodes,1998-04-01,"4668 Jennifer Drive Rothchester, AR 78039",W.Rhodes@live.com,7576185217,9
Zachary,Sullivan,1998-09-04,"1687 Gamble Rapid North Hayden, PA 83694",W.Rhodes@live.com,9956278371,6
David,Mitchell,1993-11-08,"4457 Martinez Plains East Aimee, AR 01571",D.Mitchell@yahoo.com,7760006504,8
Amanda,Miller,1980-01-19,"3591 Joshua Cape Apt. 283 Diazview, IN 09566",Amanda.M@yahoo.com,8285227533,10
Adam,Lee,1986-12-23,"2911 Tate Terrace Apt. 191 Davisland, MS 61400",AdamLee@gmail.com,9093735010,6
Erika,Roberts,1978-08-18,"87027 Barnes Extensions Apt. 861 North Tony, ME 75888",Erika.R@live.com,7711960205,1
Erin,Jordan,1955-12-08,"35543 Nathaniel Parkway Pereztown, NE 78557",Erika.R@live.com,9575109467,8
Stephen,Johnson,1981-06-21,"22448 Patrick Spring Boydstad, SD 99540",Stephen.J@msn.com,6466948971,8
Ethan,Newman,1967-06-23,"990 Rodriguez Heights Nealbury, ID 66868",Stephen.J@msn.com,8263624281,8
Bobby,Hernandez,1970-09-11,"4160 Tanya Throughway Suite 309 Taylorfurt, OK 12912",Stephen.J@msn.com,7140930432,8
Savannah,Ferguson,1977-06-02,"525 Michael Well New Timothy, MS 42644",SavannahFerguson@outlook.com,6676739281,4
David,Hayes,1992-11-13,"7675 Anderson Ford Apt. 954 New David, CT 07721",D.Hayes@live.com,9742725642,1
John,Peterson,1969-02-12,"88614 Jason Ramp Bowerschester, CT 50087",D.Hayes@live.com,8730825354,8
Sonya,Steele,1955-08-04,"06213 Stephanie Square West Ashleyshire, AR 39090",S.Steele@aol.com,6573547367,1
Dawn,Brooks,1988-03-12,"0850 Tiffany Park West Andreachester, PA 88647",Dawn.B@hotmail.com,8199344624,6
Lindsay,Wilcox,1969-08-27,"5771 Aaron Crossroad Port Tyler, MD 59747",L.Wilcox@aol.com,8759489967,6
Brittany,Mercado,1989-02-26,"27567 Erika Spur Rodneyland, GA 93402",BrittanyMercado@gmail.com,8949671426,5
Sierra,Taylor,1972-06-24,"600 Joseph Rapids Apt. 333 Maryview, AK 28443",Sierra.T@outlook.com,6178988022,5
Cynthia,Torres,1990-05-25,"21177 Doyle Fall Jessicafurt, OH 63487",Cynthia.T@live.com,8112806335,7
Erin,Gardner,1979-11-13,"30357 Greene Passage Josephstad, MA 18322",ErinGardner@msn.com,8725218995,3
Antonio,Martin,1975-05-14,"3925 Robert Gateway Suite 121 North Marktown, NY 59969",A.Martin@gmail.com,7698360640,8
Laura,Jimenez,1991-06-17,"3853 Diane Fields Port Zacharymouth, NC 77640",L.Jimenez@outlook.com,8560134740,9
Ralph,Harris,1960-12-25,"8012 Julie Drive Suite 860 Port Laura, IA 63942",RalphHarris@yahoo.com,7138228932,7
Amanda,Morton,1989-08-18,"90576 Darrell Village Millermouth, SC 18653",Amanda.M@hotmail.com,6184387860,1
Gregory,Colon,1979-02-25,"178 Jeffrey Pines Patrickfurt, NY 44190",Amanda.M@hotmail.com,6375313900,7
Kiara,Garcia,1999-06-07,"24654 Joseph Trail Donaldton, CO 79944",KiaraGarcia@outlook.com,6018840373,2
Robin,Walker,1999-06-02,"90072 Christopher Fall Ricetown, NY 40510",KiaraGarcia@outlook.com,6502323516,5
Andrew,Fields,1967-02-03,"023 Gallagher Route Fergusonchester, MN 18322",AndrewFields@aol.com,6862591751,10
Shannon,Rhodes,1973-05-10,"0055 Patricia Courts Terryburgh, WA 34104",S.Rhodes@gmail.com,9576922718,2
Scott,Cook,1966-08-23,"4586 Jonathan Drive Apt. 153 Alexanderberg, NV 08713",S.Cook@yahoo.com,9155860555,8
James,Allen,1961-08-27,"68130 Garcia Land North Melissaberg, CA 91009",James.A@live.com,8536026825,4
